"Followers - Free Follow and Unfollow Tracker for Instagram, Twitter, Facebook, Tumblr and more!","Followers - Free Follow and Unfollow Tracker for Instagram, Twitter, Facebook, Tumblr, Vine and more!",same
"Followers Pro - Follow and Unfollow Tracker for Instagram, Twitter, Facebook, Tumblr and more","Followers Pro - Follow and Unfollow Tracker for Instagram, Twitter, Facebook, Tumblr, Vine and more",same
"Forum for Battle Nations - Cheats, Wiki, & More","Forum for Battle Nations - Cheats, Wiki, Guide & More",same
"Freecell Solitaire - Spider Card Patience,Tic Tac Toe and Gomoku Puzzles","Freecell Solitaire - Spider Card Patience,Tic Tac Toe and Gomoku Puzzles Game",same
"FreshTake - The Gesture Video Camera, instantly create montages",FreshTake - instantly create music video montages with gestures,same
"FriendsTip – Discover, recommend and get instantly rewarded",FriendsTip,same
"Fun Spanish Language Learning Games for Kids aged 3-10 by Studycat. Toddlers, kindergarten and preschool children learn Spanish through play activities.",Fun Spanish Language Learning Games for Kids aged 3-10. Children learn Spanish through play activities.,same
"Fun Text FREE+ - Stop Sending Boring Text, Create Fancy MMS and Email Messages In Less Than 5 Minutes! #","Fun Text FREE+ - Stop Sending Boring Text, Create Fancy MMS and Email Messages In Less Than 5 Minutes!",same
"Fun Truck Driver Race - Free Racing Game, fun truck driver race - free racing game",Fun Truck Driver Race - Free Racing Game,same
"GTA MLS Search Euromart Realty Ltd, Mark Salerno Broker of Record","Toronto GTA MLS Property Search W/ Euromart Realty Ltd., Brokerage",same
"Gay Dance Radio, GayInternetRadioLive.com (G.I.R.L.)",GayInternetRadioLive,same
"GeoZilla - Battery-friendly GPS tracker, Family Locator",Family Locator - GeoZilla. Battery-friendly GPS tracker,same
"GeorgeHills ""Incident Report"" Mobile App","George Hills Company ""GHCapture"" Mobile App",same
"Ghostile: Easily blend photos, add filters, and share with friends","Ghostile: Blend Photos, Add Filters, Share Images With Friends",same
"GoForums - Browser for vBulletin, IP.Board, phpBB, JForum, YAF, APG vNext","GoForums - Mobile Forum Browser for vBulletin, IP.Board, phpBB, myBB, SMF, JForum and Xenforo.",same
"Green Garden of Eden : Plants vs. Green Monsters, Spiders, and Bees version 2",Green Farm Garden of Eden : Veggie Heroes vs. Farming Enemies,same
"Greeting Cards. Christmas, Love and birthday.","Greeting Cards. Love, birthday.",same
"Guangzhou, China Offline Map","Guangzhou, China Offline Map - PLACE STARS",same
"Guard Drills: Shooting, Dribbling, Passing, Finishing",Basketball Guard Skills,different
"Guide + Cheats for Clash of Clans! Complete Guide with Tips, Tricks, Walkthroughs & MORE!! (Unofficial)","Guide for Clash of Clans! Complete Guide with Secret Tips, Tricks, Walkthroughs & MORE!! (Unofficial)",same
"Guide + Cheats for Clash of Clans! EXTENDED Guide with Tips, Tricks, Walkthroughs & MORE!!","Guide for Clash of Clans! EXTENDED Guide with Tips, Tricks, Walkthroughs & MORE!!",same
"Guide + Cheats for Clash of Clans! the BEST Guide with Tips, Tricks, Walkthroughs & MORE!!","Walkthrough Guide for Clash of Clans! Secret Tips, Tricks, Walkthroughs & MORE!!",same
"GymPact - Cash reward to motivate gym, home, and RunKeeper workouts",Pact: Earn Cash for Living Healthy,same
"HHit - Joyful, interesting, crazy, multiple platforms, real-time strategy game","HHit - Joyful, interesting, crazy, multiple platforms, real-time strategy game. Wealthy Citrus, Cookie, Goubuli Bun, Gold, Garlic.",same
"Hadith Collection (Islam): Bukhari, Muslim, Abu Dawud, Tirmidhi & More","Hadithحديث- Daily Islamic Hadees Reminder, Sahih Bukhari, Sahih Muslim, Sunan Ibn Majah, Sunan Abu Dawud, Sunan Nasai, Jami Tirmidhi, Muwatta Malik, Riyad As-Salihin, Sunnah of Prophet Muhammad (Pbuh) - (Islam)",different
"Hair Color Effects Pro - Makeover Booth to Recolor, Change & Beautify Hair Style","Hair Color Dye Pro - Design Salon to Recolor, Change & Beautify Hairstyle",same
"Hangman:Guess the Movie Edition Fun and Addictive Family Game for Kids,Boys and Girls",Classic Hangman Word Game:vGuess the Movie Quiz for kids,same
"Harbin, China Offline Map","Harbin, China Offline Map - PLACE STARS",same
"Healthspek - Personal Health Record - PHR for family, children, or baby. Great medical tracker for chronic conditions, medications, allergies, supplements, vitals, shots, immunizations, procedures, lab, x-ray. Medical records for diabetes, drugs, weight.",Healthspek - Personal Health Record & Family Health Record,same
"HealthyOut - Free Restaurant Nutrition Guide and Low Calorie, Paleo, Low Carb, Vegetarian & Gluten Free Meal Planner",HealthyOut - Free Restaurant Nutrition Guide and Meal Planner,same
"Heart Rate + | Heart Rate Monitor, Breathing Guide, Coherence Coach, Reduce Stress","Heart Rate + | Heart Rate Monitor, Breathing Guide, Coherence, Reduce Stress, Improve Performances",same
"HelloTalk Language Exchange - Learn English, Chinese, Japanese, Korean, Spanish Free","HelloTalk Language Exchange - Learn English, Chinese Mandarin, Japanese, Korean, Spanish, German, French, Italian, Russian, Arabic, Thai Free. Practice grammar learning speak talk and chat w Translator dict vocab eFlashcards news basic A1 to Pro A 1 2 3",same
"HelloTalk Language Exchange - Learn English, Chinese, Mandarin, Japanese, Korean, Spanish, German, French, Italian, Russian, Arabic, Turkish Free. Practice grammar learning. Speak talk and chat Translator. Thesaurus, dict vocab news basic A1 to Pro A 1 2","HelloTalk Language Exchange - Learn English, Chinese, Japanese, Korean, Spanish Free",same
"Hessen, Germany Offline Map","Hessen, Germany Offline Map - PLACE STARS",same
"HeyLets Discover Australia - Amazing Things to Do in Sydney, Melbourne, Brisbane and Perth","HeyLets - Discover Australia: Amazing Things to Do in Sydney, Melbourne, Brisbane and Perth",same
"Homes for Sale by Estately - Search Real Estate, Houses, Condos & Townhouses (MLS)","Real Estate by Estately - Search Houses, Condos & Townhouses for Sale (MLS)",same
"Hooreel - Create your reel, see who watches!","Boost Video Creator, Hooreel",different
"Hopster - Safe, ad-free TV and learning for kids under 5","Hopster - Safe, ad-free TV shows & learning games for pre-school kids",same
"Hot Deals - The Best FREE Online Shopping Deals, Sales, Coupons, Freebies, Discounts, Savings, and Promo Codes App","Hot Deals – UPC Barcode Reader, QR Barcode Scanner, QR Code and Bar code Scan, Best shopping companion App",same
"How to Play Minecraft - Video Guides, Crafting Instructions, Step-by-Step Figure Creations","WiKi for Minecraft - How to Play Video Guides, Live Streams, Crafting Instructions, Step-by-Step Figure Creations",same
"HuaXu Game Space 02 - Play for fun, help for the world! Mobile Charity now!",HuaXu Game Space 02,same
"I'm Funny SMS For Facebook, Twiter, Message","i'Funny SMS For Facebook, Twiter, Message, theChive,WhatsApp, Viber and other messengers",same
"INTRY精品:週週新品,韓版人氣流行服飾,精品配件,包包","INTRY精品:週週新品,人氣流行服飾,精品配件,包包",same
"Ice Brain - test your brain skills with candy, ice cream, puzzle & quiz","Ice Brain - test your intelligence skills with candy, ice cream, puzzle & quiz",same
"Impossible Wheel - Crazy Circle, A Top Free KetchApp game!","Impossible Wheel - Crazy Tap Circle, Crashy Tycoon Game",same
"InCall - The most simple way to contact your friends,lyft & entertainment","PaPaPa - The most simple way to contact your friends,lyft & entertainment",same
"Indiana, USA Offline Map","Indiana, USA Offline Map - PLACE STARS",same
"Insta Price Sales Tax, Discount and Tip Calculator - Shopping Price Rebates & Discounts Calculation with Reverse Calc and Split Bill","Insta Price Sales Tax, Discount and Tip Calculator - Shopping Checkout Price Rebates & Discounts Calculation with Reverse Calc and Split Bill",same
"InstaFrame - Photo Collage, Picture Editing, Effects for Instagram","InstaFrame - Photo Collage Editor, Picture Frames, Effects Maker for Instagram",same
"InstaFrame - Photo Collage, Picture Frame, Pic Editor for Instagram","InstaFrame - Photo Collage, Picture Editing, Effects for Instagram",same
"InstaTrade -Trade, Barter, Buy, Sell, Post Classifieds, Discover, Pin & Communicate. The Ultimate App to get the stuff you want.",InstaTrade App,same
"Instant PDF, real Email to PDF - Read, Print, Merge Files and Reorder pages with PDF Converter.","Instant PDF - Read, Print, Convert, Merge Files and Reorder pages with PDF Converter.",same
"Intalk interests random chat - talk, meet, dating, making friend","Intalk interests chat - talk, meet, dating",same
"Interquartile, Median, Minimum and Maximum by CameraCalc","Interquartile, Median, Minimum and Maximum",same
"Interval Timer - for Workout, Fitness and Sport","Interval Timer - Workout, Exercise, Fitness and Sport",same
"Istanbul, Turkey Offline Map","Istanbul, Turkey Offline Map - PLACE STARS",same
"JC Appliance ""Sales & Service"" - Indio",JC Appliance Sales & Service - Indio,same
"Jakarta, Indonesia Offline Map","Jakarta, Indonesia Offline Map - PLACE STARS",same
"Japanese cards - LingoCards- Learn Hiragana, Katakana, vocabularies, travel phrases Free flashcards","Japanese cards - LingoCards - Learn, Study & Play Hiragana, Katakana, Vocabularies, Travel Phrases with Free flashcards and Games",same
"Jewel World Candy Edition : Mash and Crush the Sweet Bean, let fall down the jewels to Progress in this Match3 Adventure","Jewel World Candy Edition : Mash the Sweet Bean, let fall down the jewels to Progress in this Match 3 Game Adventure",same
"Jewel World Skull Edition: Mash and crush the frozen diamond skull, Pop the jewels and candy to complete this match3 saga","Jewel World Skull Edition: Mash the frozen diamond skull, unlock the candy pack to complete this match 3 game Adventure",same
"Johns Hopkins Guides (ABX, HIV, Diabetes)","Johns Hopkins ABX, HIV, Diabetes Guides with Updates",same
"Jours fériés, fêtes et vacances scolaires","Jours fériés, fêtes et vacances scolaires en France 2014-2016",same
"Jungle Book Mowgli’s World: Videos, Games, Photos, Books & Interactive Play & Learn Activities for Kids",The Jungle Book - Expanded Interactive Edition - Official Videos & Games for Kids,same
"KONO瘋讀書-雜誌焦點天天看, Facebook (FB),微博,微信閱讀分享",KONO瘋讀書-雜誌焦點天天看,same
"KSON-Studio One, World Advantage Network",KYBN-Radio,different
"KangaDo - Rides, Childcare and Playdates","Kango - Rides, childcare and carpools",same
"Karachi, Pakistan Offline Map","Karachi, Pakistan Offline Map - PLACE STARS",same
"Kids Academy • 5 Little Monkeys Lite - Interactive Nursery Rhyme. Fun music educational app for Baby, Toddlers and Preschool children.",Kids Apps ∙ 5 Little Monkeys jumping on the bed. Interactive Nursery Rhymes.,same
"Kids Academy • The Three Little Pigs Lite - Interactive bedtime story book with fun puzzle games and learning activities. Best educational app for Baby, Toddlers and Preschool children.",Kids Apps ∙ The Three Little Piggies and Big Bad Wolf.,same
"Kids Apps · ABC Alphabet Phonics educational game for toddlers, preschool and kindergarten children.","ABC Alphabet Phonics Free - Preschool and Kindergarten fun games for Kids HD. Montessori Activities: sounds, crosswords, song, letter spelling.",same
"Kids Vehicles: Construction HD for iPad (Bulldozer, Excavator, Wheel Loader & more diggers)","Kids Vehicles: Construction HD for iPad (Bulldozer, Excavator, Wheel Loader & more diggers + trucks coloring book)",same
"Kindergarten Kids: Hello Spring - Learn and play with Spring Rabbit on a garden adventure. Discover butterflies, worms and bees. Plant seeds and help them grow. Feed the birds. Colour in Easter Eggs. And much more!",Kindergarten Kids: Hello Spring,same
"King of Booze HD: Drinking Game for Christmas, Hanukkah, Boxing Day, New Year's Eve","King of Booze HD: Drinking Game for Every Dorm, College, University student and Dropouts",same
"King of Booze: Drinking Game for Christmas, Hanukkah, Boxing Day, New Year's Eve","King of Booze: Drinking Game for Every Dorm, College, University student and Dropouts",same
"Kingsoft Office - seamlessly compatible with Word, PPT","Kingsoft Office - seamlessly compatible with Word, PPT, Excel",same
"Kinshasa, Congo Offline Map","Kinshasa, Congo Offline Map - PLACE STARS",same
"Kira's Workouts: Pick your Perfect Workout! (Targeted Workouts, Arms, Abs, Legs, Pilates, Hard Core Workouts, Weights, Balance, Sport Specific, Cardio, Calorie Burn, Barre, & Fitness for Every Age!)","Workouts with Kira: Hardcore, Targeted, Pilates & Fitness for All Ages",same
"Kyber | Messaging + Calendars, Reminders, Maps & Uber. Integrated with Slack, IFTTT","Title: Kyber | Messaging + Shared Calendars, Reminders & Task lists, Maps & Uber. Integrated with Slack, IFTTT",same
"L0v3 Horoscopes - update Daily, Weekly, Monthly and Love your Zodiac sign","L0v3 Horoscopes - update Daily, Weekly, Monthly and Love with your Zodiac sign",same
"LEXI24 Visual Dictionary English, Spanish, French, German, Italian, Russian",LEXI24 Visual Dictionary,same
"LOL Funny Videos & Photos, Unusual, Humor and Buzz!",LOL Funny Video,same
"La Paz, Bolivia Offline Map","La Paz, Bolivia Offline Map - PLACE STARS",same
"Ladylike - L'appli ""bons plans"" pour les femmes",Ladylike - Mon app au féminin,same
"Ladylike - L'appli ""bons plans"" pour les femmes",Ladylike - Mon app au féminin,same
"Learn C++, C & C# Programming by WAGmob","Learn C, C++ & C# Programming- A simpleNeasyApp by WAGmob",same
"Learn Chemistry, Organic Chemistry & Biochemistry by WAGmob","Learn Chemistry, Organic Chemistry & Biochemistry - A simpleNeasyApp by WAGmob",same
"Learn English, Speak English with SpeakingPal English Tutor","SpeakingPal English Tutor, Learn English, Speak English",same
"Les Echos – Toute l’actualité économique, financière et boursière en direct en France et dans le monde.","Les Echos - L'actualité économique, financière et boursière française et internationale",same
"LetsApp - Networking with linkedin connect like tinder but for business. Jobs, careers, recruitments, skout. Complement to linked in.",LetsApp - Networking with linkedin connect like tinder but for business. Perfect complement to linked in.,same
"Level+Up - for Home Exercise, Workout and Fitness","Level+Up Bodyweight Workout, Exercise and Fitness",same
"Lima, Peru Offline Map","Lima, Peru Offline Map - PLACE STARS",same
"Limousin, France Offline Map","Limousin, France Offline Map - PLACE STARS",same
"Linxo : maîtriser mon argent, mes comptes en banque, mon budget, mon épargne et mes finances","Linxo : tous vos comptes en banque, votre épargne, argent et gestion de budget",same
"Linxo pour iPad : maîtriser mon argent, mes comptes en banque, mon budget, mon épargne et mes finances","Linxo pour iPad : tous vos comptes en banque, votre épargne, argent et gestion de budget",same
"Lock Folder Free: To hide Photos,Videos,Accounts","Lock My Folder Free: private photo, video, account safe",same
"Locker - Hide, encrypt, lock, transfer personal files, photos and videos","FileKit - Protect videos, photos and files using encryption",same
